Compound_id,Atc_id,relation_type,database
DB13488,C04A,x-atc,DRUGBANK
DB13488,C04,x-atc,DRUGBANK
DB13488,C,x-atc,DRUGBANK
DB13489,R06AX,x-atc,DRUGBANK
DB13489,R06A,x-atc,DRUGBANK
DB13489,R06,x-atc,DRUGBANK
DB13489,R,x-atc,DRUGBANK
DB13490,C05CA,x-atc,DRUGBANK
DB13490,C05C,x-atc,DRUGBANK
DB13490,C05,x-atc,DRUGBANK
DB13490,C,x-atc,DRUGBANK
DB13491,D07AB,x-atc,DRUGBANK
DB13491,D07A,x-atc,DRUGBANK
DB13491,D07,x-atc,DRUGBANK
DB13491,D,x-atc,DRUGBANK
DB13492,D08AE,x-atc,DRUGBANK
DB13492,D08A,x-atc,DRUGBANK
DB13492,D08,x-atc,DRUGBANK
DB13492,D,x-atc,DRUGBANK
DB13493,A05AX,x-atc,DRUGBANK
DB13493,A05A,x-atc,DRUGBANK
DB13493,A05,x-atc,DRUGBANK
DB13493,A,x-atc,DRUGBANK
DB13494,C01CA,x-atc,DRUGBANK
DB13494,C01C,x-atc,DRUGBANK
DB13494,C01,x-atc,DRUGBANK
DB13494,C,x-atc,DRUGBANK
DB13495,S01EB,x-atc,DRUGBANK
DB13495,S01E,x-atc,DRUGBANK
DB13495,S01,x-atc,DRUGBANK
DB13495,S,x-atc,DRUGBANK
DB13496,N06AA,x-atc,DRUGBANK
DB13496,N06A,x-atc,DRUGBANK
DB13496,N06,x-atc,DRUGBANK
DB13496,N,x-atc,DRUGBANK
DB13497,A03AX,x-atc,DRUGBANK
DB13497,A03A,x-atc,DRUGBANK
DB13497,A03,x-atc,DRUGBANK
DB13497,A,x-atc,DRUGBANK
DB13499,J01DD,x-atc,DRUGBANK
DB13499,J01D,x-atc,DRUGBANK
DB13499,J01,x-atc,DRUGBANK
DB13499,J,x-atc,DRUGBANK
DB13500,A03CA,x-atc,DRUGBANK
DB13500,A03C,x-atc,DRUGBANK
DB13500,A03,x-atc,DRUGBANK
DB13500,A,x-atc,DRUGBANK
DB13501,M02AA,x-atc,DRUGBANK
DB13501,M02A,x-atc,DRUGBANK
DB13501,M02,x-atc,DRUGBANK
DB13501,M,x-atc,DRUGBANK
DB13502,N04BX,x-atc,DRUGBANK
DB13502,N04B,x-atc,DRUGBANK
DB13502,N04,x-atc,DRUGBANK
DB13502,N,x-atc,DRUGBANK
DB13503,S01AA,x-atc,DRUGBANK
DB13503,S01A,x-atc,DRUGBANK
DB13503,S01,x-atc,DRUGBANK
DB13503,S,x-atc,DRUGBANK
DB13504,J01DD,x-atc,DRUGBANK
DB13504,J01D,x-atc,DRUGBANK
DB13504,J01,x-atc,DRUGBANK
DB13504,J,x-atc,DRUGBANK
DB13505,A03CA,x-atc,DRUGBANK
DB13505,A03C,x-atc,DRUGBANK
DB13505,A03,x-atc,DRUGBANK
DB13505,A,x-atc,DRUGBANK
DB13506,G01AA,x-atc,DRUGBANK
DB13506,G01A,x-atc,DRUGBANK
DB13506,G01,x-atc,DRUGBANK
DB13506,G,x-atc,DRUGBANK
DB13507,A03AB,x-atc,DRUGBANK
DB13507,A03A,x-atc,DRUGBANK
DB13507,A03,x-atc,DRUGBANK
DB13507,A,x-atc,DRUGBANK
DB13508,C07AA,x-atc,DRUGBANK
DB13508,C07A,x-atc,DRUGBANK
DB13508,C07,x-atc,DRUGBANK
DB13508,C,x-atc,DRUGBANK
DB13509,N02BA,x-atc,DRUGBANK
DB13509,N02B,x-atc,DRUGBANK
DB13509,N02,x-atc,DRUGBANK
DB13509,N,x-atc,DRUGBANK
DB13510,C04AX,x-atc,DRUGBANK
DB13510,C04A,x-atc,DRUGBANK
DB13510,C04,x-atc,DRUGBANK
DB13510,C,x-atc,DRUGBANK
DB13511,A03FA,x-atc,DRUGBANK
DB13511,A03F,x-atc,DRUGBANK
DB13511,A03,x-atc,DRUGBANK
DB13511,A,x-atc,DRUGBANK
DB13512,P01AC,x-atc,DRUGBANK
DB13512,P01A,x-atc,DRUGBANK
DB13512,P01,x-atc,DRUGBANK
DB13512,P,x-atc,DRUGBANK
DB13513,D01AE,x-atc,DRUGBANK
DB13513,D01A,x-atc,DRUGBANK
DB13513,D01,x-atc,DRUGBANK
DB13513,D,x-atc,DRUGBANK
DB13514,S01BC,x-atc,DRUGBANK
DB13514,S01B,x-atc,DRUGBANK
DB13514,S01,x-atc,DRUGBANK
DB13514,S,x-atc,DRUGBANK
DB13515,N07BC,x-atc,DRUGBANK
DB13515,N07B,x-atc,DRUGBANK
DB13515,N07,x-atc,DRUGBANK
DB13515,N,x-atc,DRUGBANK
DB13516,G01AX,x-atc,DRUGBANK
DB13516,G01A,x-atc,DRUGBANK
DB13516,G01,x-atc,DRUGBANK
DB13516,G,x-atc,DRUGBANK
DB13517,C01CX,x-atc,DRUGBANK
DB13517,C01C,x-atc,DRUGBANK
DB13517,C01,x-atc,DRUGBANK
DB13517,C,x-atc,DRUGBANK
DB13518,A02BX,x-atc,DRUGBANK
DB13518,A02B,x-atc,DRUGBANK
DB13518,A02,x-atc,DRUGBANK
DB13518,A,x-atc,DRUGBANK
DB13519,A04AD,x-atc,DRUGBANK
DB13519,A04A,x-atc,DRUGBANK
DB13519,A04,x-atc,DRUGBANK
DB13519,A,x-atc,DRUGBANK
DB13520,G02CB,x-atc,DRUGBANK
DB13520,G02C,x-atc,DRUGBANK
DB13520,G02,x-atc,DRUGBANK
DB13520,G,x-atc,DRUGBANK
DB13521,C10AX,x-atc,DRUGBANK
DB13521,C10A,x-atc,DRUGBANK
DB13521,C10,x-atc,DRUGBANK
DB13521,C,x-atc,DRUGBANK
DB13522,N06BX,x-atc,DRUGBANK
DB13522,N06B,x-atc,DRUGBANK
DB13522,N06,x-atc,DRUGBANK
DB13522,N,x-atc,DRUGBANK
DB13523,N05AL,x-atc,DRUGBANK
DB13523,N05A,x-atc,DRUGBANK
DB13523,N05,x-atc,DRUGBANK
DB13523,N,x-atc,DRUGBANK
DB13524,N02BB,x-atc,DRUGBANK
DB13524,N02B,x-atc,DRUGBANK
DB13524,N02,x-atc,DRUGBANK
DB13524,N,x-atc,DRUGBANK
DB13525,R05CA,x-atc,DRUGBANK
DB13525,R05C,x-atc,DRUGBANK
DB13525,R05,x-atc,DRUGBANK
DB13525,R,x-atc,DRUGBANK
DB13526,A06AD,x-atc,DRUGBANK
DB13526,A06A,x-atc,DRUGBANK
DB13526,A06,x-atc,DRUGBANK
DB13526,A,x-atc,DRUGBANK
DB13527,M01AB,x-atc,DRUGBANK
DB13527,M01A,x-atc,DRUGBANK
DB13527,M01,x-atc,DRUGBANK
DB13527,M,x-atc,DRUGBANK
DB13528,G03AA,x-atc,DRUGBANK
DB13528,G03A,x-atc,DRUGBANK
DB13528,G03,x-atc,DRUGBANK
DB13528,G,x-atc,DRUGBANK
DB13529,C05BX,x-atc,DRUGBANK
DB13529,C05B,x-atc,DRUGBANK
DB13529,C05,x-atc,DRUGBANK
DB13529,C,x-atc,DRUGBANK
DB13530,C07AA,x-atc,DRUGBANK
DB13530,C07A,x-atc,DRUGBANK
DB13530,C07,x-atc,DRUGBANK
DB13530,C,x-atc,DRUGBANK
DB13531,A03AC,x-atc,DRUGBANK
DB13531,A03A,x-atc,DRUGBANK
DB13531,A03,x-atc,DRUGBANK
DB13531,A,x-atc,DRUGBANK
DB13532,C03AB,x-atc,DRUGBANK
DB13532,C03A,x-atc,DRUGBANK
DB13532,C03,x-atc,DRUGBANK
DB13532,C,x-atc,DRUGBANK
DB13533,G03DC,x-atc,DRUGBANK
DB13533,G03D,x-atc,DRUGBANK
DB13533,G03,x-atc,DRUGBANK
DB13533,G,x-atc,DRUGBANK
DB13534,N05BX,x-atc,DRUGBANK
DB13534,N05B,x-atc,DRUGBANK
DB13534,N05,x-atc,DRUGBANK
DB13534,N,x-atc,DRUGBANK
DB13535,J06BC,x-atc,DRUGBANK
DB13535,J06B,x-atc,DRUGBANK
DB13535,J06,x-atc,DRUGBANK
DB13535,J,x-atc,DRUGBANK
DB13536,P01AA,x-atc,DRUGBANK
DB13536,P01A,x-atc,DRUGBANK
DB13536,P01,x-atc,DRUGBANK
DB13536,P,x-atc,DRUGBANK
DB13537,C01AA,x-atc,DRUGBANK
DB13537,C01A,x-atc,DRUGBANK
DB13537,C01,x-atc,DRUGBANK
DB13537,C,x-atc,DRUGBANK
DB13538,N02BA,x-atc,DRUGBANK
DB13538,N02B,x-atc,DRUGBANK
DB13538,N02,x-atc,DRUGBANK
DB13538,N,x-atc,DRUGBANK
DB13539,V08AC,x-atc,DRUGBANK
DB13539,V08A,x-atc,DRUGBANK
DB13539,V08,x-atc,DRUGBANK
DB13539,V,x-atc,DRUGBANK
DB13540,J01GB,x-atc,DRUGBANK
DB13540,J01G,x-atc,DRUGBANK
DB13540,J01,x-atc,DRUGBANK
DB13540,J,x-atc,DRUGBANK
DB13541,N02CX,x-atc,DRUGBANK
DB13541,N02C,x-atc,DRUGBANK
DB13541,N02,x-atc,DRUGBANK
DB13541,N,x-atc,DRUGBANK
DB13542,A03AB,x-atc,DRUGBANK
DB13542,A03A,x-atc,DRUGBANK
DB13542,A03,x-atc,DRUGBANK
DB13542,A,x-atc,DRUGBANK
DB13543,L01AX,x-atc,DRUGBANK
DB13543,L01A,x-atc,DRUGBANK
DB13543,L01,x-atc,DRUGBANK
DB13543,L,x-atc,DRUGBANK
DB13544,N02BA,x-atc,DRUGBANK
DB13544,N02B,x-atc,DRUGBANK
DB13544,N02,x-atc,DRUGBANK
DB13544,N,x-atc,DRUGBANK
DB13545,M04AB,x-atc,DRUGBANK
DB13545,M04A,x-atc,DRUGBANK
DB13545,M04,x-atc,DRUGBANK
DB13545,M,x-atc,DRUGBANK
DB13546,N06BX,x-atc,DRUGBANK
DB13546,N06B,x-atc,DRUGBANK
DB13546,N06,x-atc,DRUGBANK
DB13546,N,x-atc,DRUGBANK
DB13547,G01AE,x-atc,DRUGBANK
DB13547,G01A,x-atc,DRUGBANK
DB13547,G01,x-atc,DRUGBANK
DB13547,G,x-atc,DRUGBANK
DB13548,D08AC,x-atc,DRUGBANK
DB13548,D08A,x-atc,DRUGBANK
DB13548,D08,x-atc,DRUGBANK
DB13548,D,x-atc,DRUGBANK
DB13549,V03AB,x-atc,DRUGBANK
DB13549,V03A,x-atc,DRUGBANK
DB13549,V03,x-atc,DRUGBANK
DB13549,V,x-atc,DRUGBANK
DB13550,N06AX,x-atc,DRUGBANK
DB13550,N06A,x-atc,DRUGBANK
DB13550,N06,x-atc,DRUGBANK
DB13550,N,x-atc,DRUGBANK
DB13551,M04AC,x-atc,DRUGBANK
DB13551,M04A,x-atc,DRUGBANK
DB13551,M04,x-atc,DRUGBANK
DB13551,M,x-atc,DRUGBANK
DB13552,N05AD,x-atc,DRUGBANK
DB13552,N05A,x-atc,DRUGBANK
DB13552,N05,x-atc,DRUGBANK
DB13552,N,x-atc,DRUGBANK
DB13553,J01DF,x-atc,DRUGBANK
DB13553,J01D,x-atc,DRUGBANK
DB13553,J01,x-atc,DRUGBANK
DB13553,J,x-atc,DRUGBANK
DB13554,N05AD,x-atc,DRUGBANK
DB13554,N05A,x-atc,DRUGBANK
DB13554,N05,x-atc,DRUGBANK
DB13554,N,x-atc,DRUGBANK
DB13555,C01BA,x-atc,DRUGBANK
DB13555,C01B,x-atc,DRUGBANK
DB13555,C01,x-atc,DRUGBANK
DB13555,C,x-atc,DRUGBANK
DB13556,J01ED,x-atc,DRUGBANK
DB13556,J01E,x-atc,DRUGBANK
DB13556,J01,x-atc,DRUGBANK
DB13556,J,x-atc,DRUGBANK
DB13557,N05AB,x-atc,DRUGBANK
DB13557,N05A,x-atc,DRUGBANK
DB13557,N05,x-atc,DRUGBANK
DB13557,N,x-atc,DRUGBANK
DB13558,R05DB,x-atc,DRUGBANK
DB13558,R05D,x-atc,DRUGBANK
DB13558,R05,x-atc,DRUGBANK
DB13558,R,x-atc,DRUGBANK
DB13559,R03AC,x-atc,DRUGBANK
DB13559,R03A,x-atc,DRUGBANK
DB13559,R03,x-atc,DRUGBANK
DB13559,R,x-atc,DRUGBANK
DB13560,D03AX,x-atc,DRUGBANK
DB13560,D03A,x-atc,DRUGBANK
DB13560,D03,x-atc,DRUGBANK
DB13560,D,x-atc,DRUGBANK
DB13561,A08AA,x-atc,DRUGBANK
DB13561,A08A,x-atc,DRUGBANK
DB13561,A08,x-atc,DRUGBANK
DB13561,A,x-atc,DRUGBANK
DB13563,G03AC,x-atc,DRUGBANK
DB13563,G03A,x-atc,DRUGBANK
DB13563,G03,x-atc,DRUGBANK
DB13563,G,x-atc,DRUGBANK
DB13564,R05DB,x-atc,DRUGBANK
DB13564,R05D,x-atc,DRUGBANK
DB13564,R05,x-atc,DRUGBANK
DB13564,R,x-atc,DRUGBANK
DB13565,A01AB,x-atc,DRUGBANK
DB13565,A01A,x-atc,DRUGBANK
DB13565,A01,x-atc,DRUGBANK
DB13565,A,x-atc,DRUGBANK
DB13566,R06AX,x-atc,DRUGBANK
DB13566,R06A,x-atc,DRUGBANK
DB13566,R06,x-atc,DRUGBANK
DB13566,R,x-atc,DRUGBANK
DB13567,P02DX,x-atc,DRUGBANK
DB13567,P02D,x-atc,DRUGBANK
DB13567,P02,x-atc,DRUGBANK
DB13567,P,x-atc,DRUGBANK
DB13568,V08AA,x-atc,DRUGBANK
DB13568,V08A,x-atc,DRUGBANK
DB13568,V08,x-atc,DRUGBANK
DB13568,V,x-atc,DRUGBANK
DB13569,B03AA,x-atc,DRUGBANK
DB13569,B03A,x-atc,DRUGBANK
DB13569,B03,x-atc,DRUGBANK
DB13569,B,x-atc,DRUGBANK
DB13570,B02BC,x-atc,DRUGBANK
DB13570,B02B,x-atc,DRUGBANK
DB13570,B02,x-atc,DRUGBANK
DB13570,B,x-atc,DRUGBANK
DB13571,G01AA,x-atc,DRUGBANK
DB13571,G01A,x-atc,DRUGBANK
DB13571,G01,x-atc,DRUGBANK
DB13571,G,x-atc,DRUGBANK
DB13572,N05BC,x-atc,DRUGBANK
DB13572,N05B,x-atc,DRUGBANK
DB13572,N05,x-atc,DRUGBANK
DB13572,N,x-atc,DRUGBANK
DB13573,R03DA,x-atc,DRUGBANK
DB13573,R03D,x-atc,DRUGBANK
DB13573,R03,x-atc,DRUGBANK
DB13573,R,x-atc,DRUGBANK
DB13574,C01DX,x-atc,DRUGBANK
DB13574,C01D,x-atc,DRUGBANK
DB13574,C01,x-atc,DRUGBANK
DB13574,C,x-atc,DRUGBANK
DB13575,C02AA,x-atc,DRUGBANK
DB13575,C02A,x-atc,DRUGBANK
DB13575,C02,x-atc,DRUGBANK
DB13575,C,x-atc,DRUGBANK
DB13576,C10AD,x-atc,DRUGBANK
DB13576,C10A,x-atc,DRUGBANK
DB13576,C10,x-atc,DRUGBANK
DB13576,C,x-atc,DRUGBANK
DB13577,N05CA,x-atc,DRUGBANK
DB13577,N05C,x-atc,DRUGBANK
DB13577,N05,x-atc,DRUGBANK
DB13577,N,x-atc,DRUGBANK
DB13578,N01BA,x-atc,DRUGBANK
DB13578,N01B,x-atc,DRUGBANK
DB13578,N01,x-atc,DRUGBANK
DB13578,N,x-atc,DRUGBANK
DB13579,R07AB,x-atc,DRUGBANK
DB13579,R07A,x-atc,DRUGBANK
DB13579,R07,x-atc,DRUGBANK
DB13579,R,x-atc,DRUGBANK
DB13580,A07AB,x-atc,DRUGBANK
DB13580,A07A,x-atc,DRUGBANK
DB13580,A07,x-atc,DRUGBANK
DB13580,A,x-atc,DRUGBANK
DB13581,A03AA,x-atc,DRUGBANK
DB13581,A03A,x-atc,DRUGBANK
DB13581,A03,x-atc,DRUGBANK
DB13581,A,x-atc,DRUGBANK
DB13582,V09XX,x-atc,DRUGBANK
DB13582,V09X,x-atc,DRUGBANK
DB13582,V09,x-atc,DRUGBANK
DB13582,V,x-atc,DRUGBANK
DB13583,M03BX,x-atc,DRUGBANK
DB13583,M03B,x-atc,DRUGBANK
DB13583,M03,x-atc,DRUGBANK
DB13583,M,x-atc,DRUGBANK
DB13584,M03AC,x-atc,DRUGBANK
DB13584,M03A,x-atc,DRUGBANK
DB13584,M03,x-atc,DRUGBANK
DB13584,M,x-atc,DRUGBANK
DB13585,C01DX,x-atc,DRUGBANK
DB13585,C01D,x-atc,DRUGBANK
DB13585,C01,x-atc,DRUGBANK
DB13585,C,x-atc,DRUGBANK
DB13586,A14AA,x-atc,DRUGBANK
DB13586,A14A,x-atc,DRUGBANK
DB13586,A14,x-atc,DRUGBANK
DB13586,A,x-atc,DRUGBANK
DB13587,G03BB,x-atc,DRUGBANK
DB13587,G03B,x-atc,DRUGBANK
DB13587,G03,x-atc,DRUGBANK
DB13587,G,x-atc,DRUGBANK
DB13588,C04AX,x-atc,DRUGBANK
DB13588,C04A,x-atc,DRUGBANK
DB13588,C04,x-atc,DRUGBANK
DB13588,C,x-atc,DRUGBANK
DB13590,A12AA,x-atc,DRUGBANK
DB13590,A12A,x-atc,DRUGBANK
DB13590,A12,x-atc,DRUGBANK
DB13590,A,x-atc,DRUGBANK
DB13591,A04AD,x-atc,DRUGBANK
DB13591,A04A,x-atc,DRUGBANK
DB13591,A04,x-atc,DRUGBANK
DB13591,A,x-atc,DRUGBANK
DB13592,R03DB,x-atc,DRUGBANK
DB13592,R03D,x-atc,DRUGBANK
DB13592,R03,x-atc,DRUGBANK
DB13592,R,x-atc,DRUGBANK
DB13593,A02BX,x-atc,DRUGBANK
DB13593,A02B,x-atc,DRUGBANK
DB13593,A02,x-atc,DRUGBANK
DB13593,A,x-atc,DRUGBANK
DB13595,A02AD,x-atc,DRUGBANK
DB13595,A02A,x-atc,DRUGBANK
DB13595,A02,x-atc,DRUGBANK
DB13595,A,x-atc,DRUGBANK
DB13596,M01CA,x-atc,DRUGBANK
DB13596,M01C,x-atc,DRUGBANK
DB13596,M01,x-atc,DRUGBANK
DB13596,M,x-atc,DRUGBANK
DB13597,J05AX,x-atc,DRUGBANK
DB13597,J05A,x-atc,DRUGBANK
DB13597,J05,x-atc,DRUGBANK
DB13597,J,x-atc,DRUGBANK
DB13598,N01AA,x-atc,DRUGBANK
DB13598,N01A,x-atc,DRUGBANK
DB13598,N01,x-atc,DRUGBANK
DB13598,N,x-atc,DRUGBANK
DB13599,P01AR,x-atc,DRUGBANK
DB13599,P01A,x-atc,DRUGBANK
DB13599,P01,x-atc,DRUGBANK
DB13599,P,x-atc,DRUGBANK
DB13600,P03BA,x-atc,DRUGBANK
DB13600,P03B,x-atc,DRUGBANK
DB13600,P03,x-atc,DRUGBANK
DB13600,P,x-atc,DRUGBANK
DB13601,N06BX,x-atc,DRUGBANK
DB13601,N06B,x-atc,DRUGBANK
DB13601,N06,x-atc,DRUGBANK
DB13601,N,x-atc,DRUGBANK
DB13602,G03DB,x-atc,DRUGBANK
DB13602,G03D,x-atc,DRUGBANK
DB13602,G03,x-atc,DRUGBANK
DB13602,G,x-atc,DRUGBANK
DB13603,D01AA,x-atc,DRUGBANK
DB13603,D01A,x-atc,DRUGBANK
DB13603,D01,x-atc,DRUGBANK
DB13603,D,x-atc,DRUGBANK
DB13604,C02CC,x-atc,DRUGBANK
DB13604,C02C,x-atc,DRUGBANK
DB13604,C02,x-atc,DRUGBANK
DB13604,C,x-atc,DRUGBANK
DB13605,N01AH,x-atc,DRUGBANK
DB13605,N01A,x-atc,DRUGBANK
DB13605,N01,x-atc,DRUGBANK
DB13605,N,x-atc,DRUGBANK
DB13606,N02AD,x-atc,DRUGBANK
DB13606,N02A,x-atc,DRUGBANK
DB13606,N02,x-atc,DRUGBANK
DB13606,N,x-atc,DRUGBANK
DB13607,S01AX,x-atc,DRUGBANK
DB13607,S01A,x-atc,DRUGBANK
DB13607,S01,x-atc,DRUGBANK
DB13607,S,x-atc,DRUGBANK
DB13608,J04AD,x-atc,DRUGBANK
DB13608,J04A,x-atc,DRUGBANK
DB13608,J04,x-atc,DRUGBANK
DB13608,J,x-atc,DRUGBANK
DB13609,J05AX,x-atc,DRUGBANK
DB13609,J05A,x-atc,DRUGBANK
DB13609,J05,x-atc,DRUGBANK
DB13609,J,x-atc,DRUGBANK
DB13610,N02CB,x-atc,DRUGBANK
DB13610,N02C,x-atc,DRUGBANK
DB13610,N02,x-atc,DRUGBANK
DB13610,N,x-atc,DRUGBANK
DB13611,D01AC,x-atc,DRUGBANK
DB13611,D01A,x-atc,DRUGBANK
DB13611,D01,x-atc,DRUGBANK
DB13611,D,x-atc,DRUGBANK
DB13612,N02BA,x-atc,DRUGBANK
DB13612,N02B,x-atc,DRUGBANK
DB13612,N02,x-atc,DRUGBANK
DB13612,N,x-atc,DRUGBANK
DB13613,D01AE,x-atc,DRUGBANK
DB13613,D01A,x-atc,DRUGBANK
DB13613,D01,x-atc,DRUGBANK
DB13613,D,x-atc,DRUGBANK
DB13614,R01AA,x-atc,DRUGBANK
DB13614,R01A,x-atc,DRUGBANK
DB13614,R01,x-atc,DRUGBANK
DB13614,R,x-atc,DRUGBANK
DB13615,L03AX,x-atc,DRUGBANK
DB13615,L03A,x-atc,DRUGBANK
DB13615,L03,x-atc,DRUGBANK
DB13615,L,x-atc,DRUGBANK
DB13616,B01AE,x-atc,DRUGBANK
DB13616,B01A,x-atc,DRUGBANK
DB13616,B01,x-atc,DRUGBANK
DB13616,B,x-atc,DRUGBANK
DB13617,C03BA,x-atc,DRUGBANK
DB13617,C03B,x-atc,DRUGBANK
DB13617,C03,x-atc,DRUGBANK
DB13617,C,x-atc,DRUGBANK
DB13618,M05BX,x-atc,DRUGBANK
DB13618,M05B,x-atc,DRUGBANK
DB13618,M05,x-atc,DRUGBANK
DB13618,M,x-atc,DRUGBANK
DB13619,N04AA,x-atc,DRUGBANK
DB13619,N04A,x-atc,DRUGBANK
DB13619,N04,x-atc,DRUGBANK
DB13619,N,x-atc,DRUGBANK
DB13620,A12BA,x-atc,DRUGBANK
DB13620,A12B,x-atc,DRUGBANK
DB13620,A12,x-atc,DRUGBANK
DB13620,A,x-atc,DRUGBANK
DB13621,B02BC,x-atc,DRUGBANK
DB13621,B02B,x-atc,DRUGBANK
DB13621,B02,x-atc,DRUGBANK
DB13621,B,x-atc,DRUGBANK
DB13622,V09XX,x-atc,DRUGBANK
DB13622,V09X,x-atc,DRUGBANK
DB13622,V09,x-atc,DRUGBANK
DB13622,V,x-atc,DRUGBANK
DB13623,N05BX,x-atc,DRUGBANK
DB13623,N05B,x-atc,DRUGBANK
DB13623,N05,x-atc,DRUGBANK
DB13623,N,x-atc,DRUGBANK
DB13624,R03CB,x-atc,DRUGBANK
DB13624,R03C,x-atc,DRUGBANK
DB13624,R03,x-atc,DRUGBANK
DB13624,R,x-atc,DRUGBANK
DB13625,R03CC,x-atc,DRUGBANK
DB13625,R03C,x-atc,DRUGBANK
DB13625,R03,x-atc,DRUGBANK
DB13625,R,x-atc,DRUGBANK
DB13626,A02AB,x-atc,DRUGBANK
DB13626,A02A,x-atc,DRUGBANK
DB13626,A02,x-atc,DRUGBANK
DB13626,A,x-atc,DRUGBANK
DB13627,J01MB,x-atc,DRUGBANK
DB13627,J01M,x-atc,DRUGBANK
DB13627,J01,x-atc,DRUGBANK
DB13627,J,x-atc,DRUGBANK
DB13628,D01AE,x-atc,DRUGBANK
DB13628,D01A,x-atc,DRUGBANK
DB13628,D01,x-atc,DRUGBANK
DB13628,D,x-atc,DRUGBANK
DB13629,M01AA,x-atc,DRUGBANK
DB13629,M01A,x-atc,DRUGBANK
DB13629,M01,x-atc,DRUGBANK
DB13629,M,x-atc,DRUGBANK
DB13630,R05DB,x-atc,DRUGBANK
DB13630,R05D,x-atc,DRUGBANK
DB13630,R05,x-atc,DRUGBANK
DB13630,R,x-atc,DRUGBANK
DB13631,C02AA,x-atc,DRUGBANK
DB13631,C02A,x-atc,DRUGBANK
DB13631,C02,x-atc,DRUGBANK
DB13631,C,x-atc,DRUGBANK
DB13632,G01AX,x-atc,DRUGBANK
DB13632,G01A,x-atc,DRUGBANK
DB13632,G01,x-atc,DRUGBANK
DB13632,G,x-atc,DRUGBANK
DB13633,G04CX,x-atc,DRUGBANK
DB13633,G04C,x-atc,DRUGBANK
DB13633,G04,x-atc,DRUGBANK
DB13633,G,x-atc,DRUGBANK
DB13634,C04AD,x-atc,DRUGBANK
DB13634,C04A,x-atc,DRUGBANK
DB13634,C04,x-atc,DRUGBANK
DB13634,C,x-atc,DRUGBANK
DB13635,C01EB,x-atc,DRUGBANK
DB13635,C01E,x-atc,DRUGBANK
DB13635,C01,x-atc,DRUGBANK
DB13635,C,x-atc,DRUGBANK
DB13636,N04AB,x-atc,DRUGBANK
DB13636,N04A,x-atc,DRUGBANK
DB13636,N04,x-atc,DRUGBANK
DB13636,N,x-atc,DRUGBANK
DB13637,C01DA,x-atc,DRUGBANK
DB13637,C01D,x-atc,DRUGBANK
DB13637,C01,x-atc,DRUGBANK
DB13637,C,x-atc,DRUGBANK
DB13638,J01DC,x-atc,DRUGBANK
DB13638,J01D,x-atc,DRUGBANK
DB13638,J01,x-atc,DRUGBANK
DB13638,J,x-atc,DRUGBANK
DB13639,B03AA,x-atc,DRUGBANK
DB13639,B03A,x-atc,DRUGBANK
DB13639,B03,x-atc,DRUGBANK
DB13639,B,x-atc,DRUGBANK
DB13640,A02BX,x-atc,DRUGBANK
DB13640,A02B,x-atc,DRUGBANK
DB13640,A02,x-atc,DRUGBANK
DB13640,A,x-atc,DRUGBANK
DB13641,J05AA,x-atc,DRUGBANK
DB13641,J05A,x-atc,DRUGBANK
DB13641,J05,x-atc,DRUGBANK
DB13641,J,x-atc,DRUGBANK
DB13642,M03BX,x-atc,DRUGBANK
DB13642,M03B,x-atc,DRUGBANK
DB13642,M03,x-atc,DRUGBANK
DB13642,M,x-atc,DRUGBANK
DB13643,N05CD,x-atc,DRUGBANK
DB13643,N05C,x-atc,DRUGBANK
DB13643,N05,x-atc,DRUGBANK
DB13643,N,x-atc,DRUGBANK
DB13644,H03BA,x-atc,DRUGBANK
DB13644,H03B,x-atc,DRUGBANK
DB13644,H03,x-atc,DRUGBANK
DB13644,H,x-atc,DRUGBANK
DB13645,C01BC,x-atc,DRUGBANK
DB13645,C01B,x-atc,DRUGBANK
DB13645,C01,x-atc,DRUGBANK
DB13645,C,x-atc,DRUGBANK
DB13646,B01AD,x-atc,DRUGBANK
DB13646,B01A,x-atc,DRUGBANK
DB13646,B01,x-atc,DRUGBANK
DB13646,B,x-atc,DRUGBANK
DB13647,L01AD,x-atc,DRUGBANK
DB13647,L01A,x-atc,DRUGBANK
DB13647,L01,x-atc,DRUGBANK
DB13647,L,x-atc,DRUGBANK
DB13648,M03AA,x-atc,DRUGBANK
DB13648,M03A,x-atc,DRUGBANK
DB13648,M03,x-atc,DRUGBANK
DB13648,M,x-atc,DRUGBANK
DB13649,M01AX,x-atc,DRUGBANK
DB13649,M01A,x-atc,DRUGBANK
DB13649,M01,x-atc,DRUGBANK
DB13649,M,x-atc,DRUGBANK
DB13650,A02AB,x-atc,DRUGBANK
DB13650,A02A,x-atc,DRUGBANK
DB13650,A02,x-atc,DRUGBANK
DB13650,A,x-atc,DRUGBANK
DB13651,C01BA,x-atc,DRUGBANK
DB13651,C01B,x-atc,DRUGBANK
DB13651,C01,x-atc,DRUGBANK
DB13651,C,x-atc,DRUGBANK
DB13652,C01BD,x-atc,DRUGBANK
DB13652,C01B,x-atc,DRUGBANK
DB13652,C01,x-atc,DRUGBANK
DB13652,C,x-atc,DRUGBANK
DB13653,C01BC,x-atc,DRUGBANK
DB13653,C01B,x-atc,DRUGBANK
DB13653,C01,x-atc,DRUGBANK
DB13653,C,x-atc,DRUGBANK
DB13654,A07BC,x-atc,DRUGBANK
DB13654,A07B,x-atc,DRUGBANK
DB13654,A07,x-atc,DRUGBANK
